INT_NO,RUE_1,RUE_2,NO_ARRONDISSEMENT,ARRONDISSEMENT,PERMANENT_OU_TEMPORAIRE,LOC_X,LOC_Y,Longitude,Latitude
834,"30 e Avenue","Bélanger",3,"Rosemont - Petite-Patrie","Temporaire",298295.163,5047739.571,-73.583338,45.569535
842,"Beaubien","Pie-IX",3,"Rosemont - Petite-Patrie","Permanent",298578.8465,5046967.1945,-73.579693,45.562588
845,"Bélair","Saint-Michel",2,"Villeray - Saint-Michel - Parc-Extension","Permanent",297358.782,5046433.8205,-73.595314,45.557776
846,"Bélanger","Saint-Michel",2,"Villeray - Saint-Michel - Parc-Extension","Permanent",297463.894,5046387.353,-73.593967,45.557359
975,"Hector","Notre-Dame",4,"Mercier - Hochelaga - Maisonneuve","Permanent",303950.209,5052223.105,-73.510895,45.609909
985,"Notre-Dame","Saint-Donat",4,"Mercier - Hochelaga - Maisonneuve","Permanent",303912.714,5050543.607,-73.511373,45.594797
1027,"Jarry","Lorimier",2,"Villeray - Saint-Michel - Parc-Extension","Permanent",295670.966,5046189.127,-73.616929,45.555554
1045,"Beaubien","Normanville",3,"Rosemont - Petite-Patrie","Permanent",296973.348,5044378.38,-73.600218,45.539277
1058,"Berri","Jarry",2,"Villeray - Saint-Michel - Parc-Extension","Permanent",294739.102,5044817.065,-73.628836,45.543195
860,"Laurier","Pie-IX",3,"Rosemont - Petite-Patrie","Temporaire",299678.3695,5046468.62,-73.565603,45.55811
870,"Saint-Joseph","Saint-Michel",3,"Rosemont - Petite-Patrie","Temporaire",299470.958,5045514.1565,-73.56825,45.54952
879,"9 e Avenue","Jarry",2,"Villeray - Saint-Michel - Parc-Extension","Permanent",296167.7285,5046977.115,-73.61058,45.562651
887,"Legendre","Saint-Michel",2,"Villeray - Saint-Michel - Parc-Extension","Permanent",294852.815,5047981.5155,-73.627445,45.571672
889,"Robert","Saint-Michel inter. Nord",2,"Villeray - Saint-Michel - Parc-Extension","Permanent",295548.3,5047543.5,-73.618526,45.56774
893,"26 e Avenue","Bélanger",3,"Rosemont - Petite-Patrie","Permanent",298142.363,5047491.071,-73.585292,45.567298
896,"47 e Rue","Pie-IX",2,"Villeray - Saint-Michel - Parc-Extension","Permanent",295268.2245,5048920.245,-73.622141,45.580124
898,"Bélanger","Pie-IX",2,"Villeray - Saint-Michel - Parc-Extension","Permanent",297983.2455,5047231.378,-73.587327,45.564959
903,"Hérelle","Pie-IX",2,"Villeray - Saint-Michel - Parc-Extension","Permanent",296579.347,5048093.4405,-73.605326,45.572701
906,"Jean-Talon","Pie-IX",2,"Villeray - Saint-Michel - Parc-Extension","Permanent",297668.258,5047407.5435,-73.591364,45.566541
908,"Pie-IX","Villeray",2,"Villeray - Saint-Michel - Parc-Extension","Permanent",297237.211,5047679.829,-73.596891,45.568987
916,"Boucherville","Curatteau (pl) inter. Est",4,"Mercier - Hochelaga - Maisonneuve","Permanent",301661.71,5050478.06,-73.540224,45.5942
917,"Boucherville","Curatteau (pl) inter. Ouest",4,"Mercier - Hochelaga - Maisonneuve","Permanent",301641.39,5050401.46,-73.540484,45.593511
922,"Fletcher","Sherbrooke",4,"Mercier - Hochelaga - Maisonneuve","Permanent",302725.4995,5052330.3625,-73.526597,45.610872
923,"Granby","Sherbrooke",4,"Mercier - Hochelaga - Maisonneuve","Permanent",301364.357,5049037.8435,-73.544025,45.581239
924,"Groseillers","Radisson/Sherbrooke",4,"Mercier - Hochelaga - Maisonneuve","Permanent",301715.855,5049885.1695,-73.539527,45.588866
928,"Honoré-Beaugrand","Sherbrooke",4,"Mercier - Hochelaga - Maisonneuve","Permanent",302067.2655,5050732.137,-73.535028,45.596488
929,"Lacordaire","Sherbrooke",4,"Mercier - Hochelaga - Maisonneuve","Permanent",301043.823,5048314.4325,-73.548127,45.574728
933,"Ormeaux","Sherbrooke",4,"Mercier - Hochelaga - Maisonneuve","Permanent",302445.6,5051629.1765,-73.530183,45.604562
936,"Sherbrooke","Taillon",4,"Mercier - Hochelaga - Maisonneuve","Permanent",302641.3275,5052108.96225,-73.527675,45.608879
939,"Assomption","Hochelaga",4,"Mercier - Hochelaga - Maisonneuve","Permanent",301700.52,5047426.925,-73.539707,45.566745
942,"Cadillac","Hochelaga",4,"Mercier - Hochelaga - Maisonneuve","Permanent",302005.507,5048149.606,-73.535804,45.57325
947,"Fletcher","Hochelaga",4,"Mercier - Hochelaga - Maisonneuve","Permanent",303563.527,5052121.069,-73.515852,45.608991
729,"Davidson","Hochelaga",4,"Mercier - Hochelaga - Maisonneuve","Permanent",300694.587,5045002.111,-73.552574,45.544921
731,"29 e Avenue","Beaubien",3,"Rosemont - Petite-Patrie","Permanent",298852.17,5047412.078,-73.576198,45.566593
758,"Bourbonnière","Ontario",4,"Mercier - Hochelaga - Maisonneuve","Permanent",301443.8835,5045341.0025,-73.542981,45.547974
791,"Charlemagne","Sherbrooke",3,"Rosemont - Petite-Patrie","Permanent",300528.747,5045911.755,-73.554706,45.553105
793,"Davidson","Sherbrooke",3,"Rosemont - Petite-Patrie","Permanent",300425.087,5045117.11,-73.556026,45.545954
797,"Pie-IX","Pierre-de-Coubertin",4,"Mercier - Hochelaga - Maisonneuve","Permanent",300763.954,5045973.6915,-73.551694,45.553664
803,"Sherbrooke","Jardin Botanique",3,"Rosemont - Petite-Patrie","Permanent",300556.72,5046278.5,-73.554351,45.556406
805,"Sherbrooke","Viau",4,"Mercier - Hochelaga - Maisonneuve","Permanent",300551.65175,5047271.55025,-73.554424,45.565341
1365,"1 e Avenue","Rosemont",3,"Rosemont - Petite-Patrie","Permanent",298158.386,5045330.094,-73.585057,45.547853
1370,"Berri","Mont-Royal",5,"Plateau Mont-Royal","Permanent",298393.803,5042787.583,-73.582009,45.524976
1371,"Gouin","Poutrincourt",1,"Ahuntsic - Cartierville","Permanent",288669.325,5044651.975,-73.706558,45.541596
1376,"Armand-Bombardier","Perras",9,"Rivières-des-Prairies - Pointe-aux-Trembles","Temporaire",297242.34475,5055400.74525,-73.596945,45.638462
1377,"Marcil","Monkland",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",295203.977,5037312.43,-73.622737,45.475672
1379,"27 e Avenue","Maurice-Duplessis",9,"Rivières-des-Prairies - Pointe-aux-Trembles","Permanent",298112.059,5054936.298,-73.585782,45.634292
